"product_id";"protein";"fat";"carbohydrates";"energy"
"09144";1.72;0.64;23.25;95.00
"09145";0.72;0.23;15.56;60.00
"09146";1.20;0.20;20.23;79.00
"09147";4.72;0.50;72.52;281.00
"09148";1.14;0.52;14.66;61.00
"09149";1.88;0.86;15.90;71.00
"09150";1.10;0.30;9.32;29.00
"09152";0.35;0.24;6.90;22.00
"09153";0.45;0.07;5.62;17.00
"09156";1.50;0.30;16.00;47.00
"09159";0.70;0.20;10.54;30.00
"09160";0.42;0.07;8.42;25.00
"09161";0.25;0.23;6.69;21.00
"09163";2.50;2.50;80.00;317.00
"09164";0.83;0.44;16.53;66.00
"09165";3.80;1.20;70.70;277.00
"09167";1.52;0.31;13.02;55.00
"09172";1.31;0.10;15.14;60.00
"09173";4.90;0.40;74.00;286.00
"09174";0.43;0.20;12.14;47.00
"09175";0.50;0.50;12.50;51.00
"09176";0.82;0.38;14.98;60.00
"09177";0.41;0.58;17.91;73.00
"09178";2.45;1.18;78.58;319.00
"09181";0.84;0.19;8.16;34.00
"09183";1.11;0.10;6.58;28.00
"09184";0.54;0.14;9.09;36.00
"09185";0.84;0.25;7.94;33.00
"09190";1.44;0.39;9.80;43.00
"09191";1.06;0.32;10.55;44.00
"09192";0.38;0.22;6.84;28.00
"09193";0.84;10.90;6.04;116.00
"09194";0.97;6.87;5.61;81.00
"09195";1.03;15.32;3.84;145.00
"09200";0.94;0.12;11.75;47.00
"09201";1.04;0.30;11.89;49.00
"09202";0.91;0.15;12.54;49.00
"09203";0.70;0.21;11.54;46.00
"09205";1.30;0.30;15.50;63.00
"09206";0.70;0.20;10.40;45.00
"09207";0.68;0.15;11.01;47.00
"09209";0.68;0.12;11.54;49.00
"09210";0.68;0.12;11.27;47.00
"09211";0.68;0.12;11.27;47.00
"09212";0.60;0.06;8.47;37.00
"09213";2.40;0.25;33.86;147.00
"09214";2.40;0.25;35.19;148.00
"09215";0.60;0.06;8.80;37.00
"09216";1.50;0.20;25.00;97.00
"09217";0.60;0.10;10.28;43.00
"09218";0.81;0.31;13.34;53.00
"09219";0.62;0.03;9.57;37.00
"09220";0.45;0.10;16.19;61.00
"09221";0.50;0.20;10.10;43.00
"09226";0.47;0.26;10.82;43.00
"09228";0.14;0.55;55.83;206.00
"09229";0.17;0.15;14.51;57.00
"09231";2.20;0.70;23.38;97.00
"09232";0.39;0.05;13.60;51.00
"09233";0.67;0.18;14.45;60.00
"09236";0.91;0.25;9.54;39.00
"09237";0.44;0.06;6.11;24.00
"09238";0.63;0.03;11.57;44.00
"09239";0.40;0.10;11.10;42.00
"09240";0.45;0.03;14.55;54.00
"09241";0.45;0.10;19.94;74.00
"09242";0.47;0.03;26.06;96.00
"09243";0.41;0.10;20.08;75.00
"09244";4.89;1.03;83.18;325.00
"09245";2.01;0.42;34.14;133.00
"09246";3.61;0.76;61.33;239.00
"09247";1.16;0.25;19.69;77.00
"09248";1.06;0.22;26.60;103.00
"09250";0.63;0.13;23.98;94.00
"09251";0.10;0.57;11.61;49.00
"09252";0.36;0.14;15.23;57.00
"09253";0.19;0.03;7.81;29.00
"09254";0.34;0.07;12.94;50.00
"09255";0.30;0.10;12.20;47.00
"09256";0.19;0.03;15.17;57.00
"09257";0.20;0.13;19.17;74.00
"09258";0.19;0.13;25.25;97.00
"09259";1.87;0.63;69.70;262.00
"09260";0.91;0.31;33.81;127.00
"09261";0.86;0.29;37.14;140.00
"09262";0.11;0.01;15.76;60.00
"09263";0.58;0.19;18.59;70.00
"09264";1.38;0.59;73.43;274.00
"09265";0.80;0.40;33.50;127.00
"09266";0.54;0.12;13.12;50.00
"09267";0.43;0.09;8.30;32.00
"09268";0.42;0.08;15.70;60.00
"09269";0.36;0.12;13.45;52.00
"09270";0.35;0.11;20.20;78.00
"09271";0.34;0.11;21.50;83.00
"09272";0.40;0.10;22.20;86.00
"09273";0.36;0.12;12.87;53.00
"09274";1.30;0.10;44.30;179.00
"09275";0.40;0.03;12.67;51.00
"09276";0.80;0.40;7.49;33.00
"09277";1.30;0.35;31.89;122.00
"09278";1.52;0.16;41.37;155.00
"09279";0.70;0.28;11.42;46.00
"09281";0.39;0.01;11.03;41.00
"09282";0.51;0.02;15.15;58.00
"09283";0.37;0.10;16.28;63.00
"09284";0.36;0.10;23.24;89.00
"09285";0.36;0.10;26.31;101.00
"09286";1.67;1.17;18.70;83.00
"09287";0.73;0.51;9.57;41.00
"09288";0.87;0.20;27.80;105.00
"09289";3.70;0.73;89.07;339.00
"09290";1.23;0.24;29.70;113.00
"09291";2.18;0.38;63.88;240.00
"09292";0.96;0.16;28.08;107.00
"09293";1.09;0.22;32.88;124.00
"09294";0.61;0.03;17.45;71.00
"09295";0.76;0.04;9.62;38.00
"09296";0.40;0.10;15.30;57.00
"09297";3.28;0.20;80.02;301.00
"09298";3.30;0.25;79.32;299.00
"09299";2.52;0.54;78.47;296.00
"09301";0.65;0.21;20.87;82.00
"09302";1.20;0.65;11.94;52.00
"09304";0.83;0.12;23.36;91.00
"09306";0.70;0.16;26.16;103.00
"09307";0.90;0.20;4.54;21.00
"09309";0.55;0.11;5.10;21.00
"09310";0.39;0.05;31.20;116.00
"09311";0.96;0.64;11.31;49.00
"09312";0.60;0.30;5.70;25.00
"09313";0.44;1.10;19.96;83.00
"09314";1.45;0.46;32.10;124.00
"09315";1.00;0.30;16.84;66.00
"09316";0.67;0.30;7.68;32.00
"09317";0.56;0.26;23.53;92.00
"09318";0.43;0.11;9.13;35.00
"09320";0.53;0.13;25.92;96.00
"09321";2.06;0.29;23.64;94.00
"09322";2.80;0.60;62.50;239.00
"09325";0.41;0.10;22.36;86.00
"09326";0.61;0.15;7.55;30.00
"09328";0.22;0.21;41.97;165.00
"09334";0.71;0.42;15.21;61.00
"09340";0.50;0.23;10.65;42.00
"09351";0.47;0.10;18.80;70.00
"09352";1.04;0.40;22.66;88.00
"09353";0.56;0.34;28.32;107.00
"09354";0.51;0.11;15.56;60.00
"09357";0.64;0.11;21.31;83.00
"09362";0.69;0.21;10.45;42.00
"09367";0.73;0.21;21.07;83.00
"09370";0.52;0.18;18.43;72.00
"09374";0.24;0.18;19.08;74.00
"09379";0.44;0.14;23.12;89.00
"09383";0.75;0.04;9.41;38.00
"09400";0.10;0.13;11.30;46.00
"09401";0.17;0.10;11.27;42.00
"09402";0.18;0.18;19.91;76.00
"09404";0.50;0.10;9.20;39.00
"09407";0.21;0.51;11.93;50.00
"09408";0.11;0.01;15.76;60.00
"09409";0.36;0.12;12.87;53.00
"09410";0.51;0.37;41.00;166.00
"09411";0.14;0.10;11.54;47.00
"09412";0.39;0.16;15.01;63.00
"09413";0.33;0.14;14.94;62.00
"09414";0.36;0.09;16.10;67.00
"09415";0.44;0.10;15.79;66.00
"09416";0.54;0.64;7.51;37.00
"09420";0.36;0.14;23.94;92.00
"09421";1.81;0.15;74.97;277.00
"09422";1.47;5.33;27.09;147.00
"09423";2.10;0.20;65.10;257.00
"09426";0.34;0.07;82.74;322.00
"09427";1.50;0.10;17.60;69.00
"09428";2.30;2.00;23.90;111.00
"09429";0.55;0.13;11.82;45.00
"09430";0.53;0.11;13.50;51.00
"09433";0.85;0.15;12.02;47.00
"09434";0.11;0.17;14.93;59.00
"09435";0.09;0.06;16.25;63.00
"09436";0.11;0.06;13.12;51.00
"09437";0.09;0.12;14.73;57.00
"09442";0.15;0.29;13.13;54.00
"09443";0.16;0.12;12.46;50.00
"09444";0.17;0.12;12.96;52.00
"09446";1.50;11.81;49.17;309.00
"09447";1.42;7.51;40.77;236.00
"09448";0.56;1.28;22.79;95.00
"09449";0.66;1.16;16.97;73.00
"09450";0.44;0.22;5.90;25.00
"09451";1.78;1.26;7.56;44.00
"09452";0.41;0.08;12.20;51.00
"09500";0.27;0.20;14.06;59.00
"09501";0.28;0.15;13.60;57.00
"09502";0.44;0.19;13.61;58.00
"09503";0.25;0.12;13.68;57.00
"09504";0.20;0.18;15.22;63.00
"09506";0.68;0.12;11.54;49.00
"09507";0.42;0.00;15.00;63.00
"09508";0.60;0.26;12.53;53.00
"09510";0.36;0.14;12.18;50.00
"09511";0.42;0.00;16.67;71.00
"09512";0.37;0.13;14.77;62.00
"09513";0.63;0.36;11.51;50.00
"09514";0.63;0.02;10.90;46.00
"09515";0.63;0.33;13.04;56.00
"09516";0.44;0.30;12.37;52.00
"09517";0.12;0.17;11.49;48.00
"09518";1.15;0.81;12.55;56.00
"09519";0.30;0.07;13.30;48.00
"09520";1.02;0.28;15.79;63.00
"09522";0.27;0.12;10.91;45.00
"09523";0.40;0.07;5.37;24.00
"09524";0.47;0.07;5.66;17.00
"09525";0.75;0.05;40.40;158.00
"09526";1.05;0.04;40.61;160.00
"09528";0.50;0.10;10.53;44.00
"09530";0.50;0.32;11.05;48.00
"09531";0.48;0.27;11.66;50.00
"09542";1.25;0.07;36.66;152.00
"09543";1.09;0.08;29.15;121.00
"09544";3.69;0.47;79.65;250.00
"09546";0.31;0.54;13.70;59.00
"09552";1.02;0.87;7.99;41.00
"09553";1.10;0.97;11.51;55.00
"09554";3.04;1.34;53.19;221.00
"10000";10.06;60.42;0.32;585.00
"10001";13.91;35.07;0.00;376.00
"10002";21.20;4.86;0.00;134.00
"10003";18.22;14.79;0.00;211.00
"10004";2.92;88.69;0.00;812.00
"10005";9.34;53.01;0.00;518.00
"10006";9.25;65.70;0.00;632.00
"10007";7.06;66.10;0.00;626.00
"10008";17.43;18.87;0.00;245.00
"10009";26.83;17.61;0.00;273.00
"10010";20.48;5.41;0.00;136.00
"10011";29.41;9.44;0.00;211.00
"10012";20.27;10.63;0.00;182.00
"10013";27.03;10.32;0.00;209.00
"10014";21.81;2.93;0.00;120.00
"10015";28.86;4.62;0.00;165.00
"10016";19.87;11.96;0.00;193.00
"10017";25.96;13.42;0.00;232.00
"10018";21.66;2.95;0.00;119.00
"10019";28.69;5.83;0.00;175.00
"10020";19.74;12.58;0.00;198.00
"10021";27.23;13.62;0.00;239.00
"10022";27.32;13.92;0.00;242.00
"10023";27.09;14.65;0.00;248.00
"10024";21.43;5.66;0.00;143.00
"10025";28.57;9.12;0.00;204.00
"10026";28.57;9.80;0.00;210.00
"10027";28.62;9.63;0.00;209.00
"10028";19.56;12.27;0.00;194.00
"10029";26.54;15.71;0.00;255.00
"10030";23.72;14.35;0.00;231.00
"10031";24.29;16.71;0.00;254.00
"10032";21.22;5.84;0.00;143.00
"10033";28.02;11.29;0.00;222.00
"10034";24.99;9.56;0.00;193.00
"10035";25.70;11.89;0.00;217.00
"10036";20.71;9.03;0.00;170.00
"10037";28.21;13.51;0.00;242.00
"10038";25.61;11.06;0.00;209.00
"10039";27.01;12.80;0.00;231.00
"10040";21.99;3.71;0.00;127.00
"10041";30.20;7.86;0.00;200.00
"10042";26.76;7.29;0.00;180.00
"10043";28.58;7.95;0.00;194.00
"10044";20.28;11.04;0.00;186.00
"10045";26.66;16.28;0.00;261.00
"10046";24.42;13.04;0.00;222.00
"10047";26.99;14.68;0.00;248.00
"10048";21.79;4.80;0.00;136.00
"10049";29.03;9.32;0.00;208.00
"10050";25.79;8.36;0.00;186.00
"10051";28.82;9.21;0.00;206.00
"10052";20.48;8.96;0.00;168.00
"10053";28.81;12.31;0.00;234.00
"10054";26.96;11.82;0.00;222.00
"10055";26.64;12.87;0.00;230.00
"10056";21.65;4.02;0.00;129.00
"10057";31.00;6.90;0.00;195.00
"10058";29.29;5.45;0.00;174.00
"10059";27.78;9.44;0.00;204.00
"10060";20.95;2.17;0.00;109.00
"10061";26.17;3.51;0.00;143.00
"10062";21.55;6.94;0.00;155.00
"10063";29.20;8.31;0.00;200.00
"10064";26.62;9.14;0.00;196.00
"10065";26.45;8.82;0.00;192.00
"10066";22.41;3.42;0.00;127.00
"10067";30.54;4.34;0.00;170.00
"10068";27.58;6.08;0.00;173.00
"10069";27.23;6.28;0.00;173.00
"10070";17.18;17.99;0.00;236.00
"10071";23.28;21.39;0.00;292.00
"10072";19.55;7.14;0.00;148.00
"10073";25.33;13.54;0.00;230.00
"10074";18.71;12.51;0.00;193.00
"10075";24.88;14.33;0.00;235.00
"10076";23.47;24.01;0.00;317.00
"10077";20.26;3.77;0.00;120.00
"10078";26.76;8.87;0.00;194.00
"10079";26.68;12.62;0.00;228.00
"10080";17.42;12.36;0.00;186.00
"10081";25.07;17.69;0.00;267.00
"10082";25.58;16.61;0.00;259.00
"10083";23.11;18.86;0.00;269.00
"10084";18.73;5.71;0.00;132.00
"10085";26.57;13.20;0.00;233.00
"10086";26.74;12.54;0.00;227.00
"10087";24.21;14.30;0.00;232.00
"10088";15.47;23.40;0.00;277.00
"10089";29.06;30.30;0.00;397.00
"10093";27.51;9.21;0.00;201.00
"10094";23.75;3.09;0.00;123.00
"10096";10.28;9.21;0.00;127.00
"10097";12.14;9.51;0.00;138.00
"10098";7.64;16.61;0.00;182.00
"10099";12.49;20.32;0.00;233.00
"10100";22.45;15.10;0.60;234.00
"10101";15.95;10.80;0.20;166.00
"10102";23.16;12.59;0.00;212.00
"10103";17.27;4.36;1.33;118.00
"10104";23.60;5.05;0.40;148.00
"10105";6.38;69.61;0.00;655.00
"10106";16.46;3.25;0.00;100.00
"10107";25.40;4.70;0.00;151.00
"10109";1.76;94.16;0.00;857.00
"10110";21.39;3.65;2.47;134.00
"10111";26.02;4.40;3.76;165.00
"10112";14.08;2.72;0.00;85.00
"10113";16.60;3.10;0.00;99.00
"10114";15.03;26.54;0.00;304.00
"10115";18.56;13.24;0.00;199.00
"10116";28.50;10.80;0.00;219.00
"10117";17.86;2.59;0.00;100.00
"10118";28.20;3.20;0.00;149.00
"10119";16.85;10.14;0.00;159.00
"10120";26.38;12.14;0.00;222.00
"10121";16.30;17.20;0.00;225.00
"10122";24.10;18.60;0.00;271.00
"10123";13.66;37.13;0.00;393.00
"10128";11.74;37.16;0.70;388.00
"10130";20.31;2.62;1.34;110.00
"10132";11.63;10.02;0.01;140.00
"10134";20.93;5.53;1.50;145.00
"10136";22.62;9.02;0.00;178.00
"10137";18.49;4.56;0.00;120.00
"10138";21.16;4.88;0.52;136.00
"10140";20.53;15.20;0.42;226.00
"10141";27.80;8.32;0.30;195.00
"10142";20.17;12.90;0.05;203.00
"10146";12.78;28.19;1.69;315.00
"10149";19.56;4.25;0.00;122.00
"10150";18.49;18.52;0.06;246.00
"10152";22.32;5.71;0.05;147.00
"10153";25.05;5.50;0.00;157.00
"10163";30.02;4.65;0.00;162.00
"10164";21.14;12.96;0.00;201.00
"10165";5.05;80.50;0.00;748.00
"10166";5.68;61.41;0.09;579.00
"10167";7.64;61.86;0.00;591.00
"10168";20.43;21.35;0.00;280.00
"10169";24.94;7.04;0.00;170.00
"10170";16.47;21.98;0.00;269.00
"10171";17.28;23.48;0.37;287.00
"10173";21.94;16.05;0.00;238.00
"10174";17.75;33.50;0.00;378.00
"10175";17.00;35.80;0.00;396.00
"10176";29.56;7.66;0.00;195.00
"10177";28.84;9.73;0.00;211.00
"10178";25.02;16.56;0.00;256.00
"10179";27.63;13.32;0.00;238.00
"10180";26.81;15.71;0.00;256.00
"10181";30.46;4.62;0.00;172.00
"10182";18.26;8.39;2.28;162.00
"10183";21.97;7.66;0.50;165.00
"10184";17.97;7.46;0.00;144.00
"10185";20.94;8.43;0.49;167.00
"10186";29.36;7.86;0.00;196.00
"10187";18.95;14.95;0.00;216.00
"10188";26.36;13.89;0.00;238.00
"10189";26.68;13.60;0.00;229.00
"10192";19.07;16.33;0.00;224.00
"10193";23.01;21.51;0.00;292.00
"10194";19.90;14.01;0.00;211.00
"10195";26.29;15.79;0.00;255.00
"10196";27.63;15.76;0.00;260.00
"10197";25.82;18.05;0.00;273.00
"10198";26.99;15.15;0.00;252.00
"10199";21.80;6.48;0.00;152.00
"10200";27.95;10.14;0.00;211.00
"10201";29.46;10.05;0.00;216.00
"10202";27.68;11.80;0.00;224.00
"10203";28.81;10.13;0.00;214.00
"10204";19.34;11.82;0.00;189.00
"10205";26.49;17.71;0.00;273.00
"10206";21.75;29.46;0.00;359.00
"10207";20.76;5.64;0.00;140.00
"10208";27.74;14.26;0.00;247.00
"10209";29.20;11.38;0.00;227.00
"10210";22.49;4.05;0.00;133.00
"10211";28.41;5.47;0.00;171.00
"10212";28.19;5.53;0.00;170.00
"10213";29.62;7.32;0.00;192.00
"10214";22.81;2.59;0.00;121.00
"10215";28.75;4.50;0.00;163.00
"10216";28.60;4.36;0.00;161.00
"10217";30.39;5.31;0.00;178.00
"10218";20.65;3.53;0.00;120.00
"10219";16.88;21.19;0.00;263.00
"10220";25.69;20.77;0.00;297.00
"10221";29.86;8.11;0.00;201.00
"10222";26.04;3.96;0.00;147.00
"10223";30.42;6.33;0.00;187.00
"10224";21.34;8.33;0.00;166.00
"10225";22.39;4.06;0.00;132.00
"10226";20.08;10.14;0.00;177.00
"10227";26.07;13.66;0.00;235.00
"10228";21.23;5.88;0.00;144.00
"10229";29.47;9.44;0.00;211.00
"10851";18.43;3.59;0.21;106.00
"10852";18.20;3.07;4.63;119.00
"10853";17.21;3.80;1.82;110.00
"10854";17.83;4.16;1.79;118.00
"10855";18.74;9.62;0.84;167.00
"10856";19.02;7.18;0.76;145.00
"10857";16.88;4.94;1.87;122.00
"10858";28.95;5.00;0.00;169.00
"10859";28.35;7.66;0.00;190.00
"10860";35.73;43.27;1.35;548.00
"10861";39.01;34.12;0.48;476.00
"10862";33.92;35.09;1.70;468.00
"10863";21.40;7.26;0.09;157.00
"10864";0.07;99.50;0.00;898.00
"10865";21.41;3.56;0.87;121.00
"10866";15.43;3.48;0.67;95.00
"10867";20.92;4.43;1.20;128.00
"10868";22.04;4.30;1.48;131.00
"10869";20.90;3.63;1.35;122.00
"10870";15.09;5.06;4.69;123.00
"10871";13.88;5.46;4.61;123.00
"10872";14.07;4.86;4.22;116.00
"10873";24.14;4.25;0.48;137.00
"10874";24.95;4.97;0.34;145.00
"10875";27.75;4.38;0.00;150.00
"10876";22.56;3.78;1.08;126.00
"10877";21.28;4.70;1.15;131.00
"10878";18.82;4.09;1.75;119.00
"10879";17.99;4.39;1.57;117.00
"10880";17.34;3.97;1.45;110.00
"10881";21.69;4.45;1.26;132.00
"10882";20.95;3.16;1.05;116.00
"10883";20.57;3.01;0.84;113.00
"10884";19.44;3.21;1.03;111.00
"10885";18.65;1.87;0.71;91.00
"10886";17.38;2.29;1.23;95.00
"10887";17.93;3.38;1.24;107.00
"10888";14.47;3.78;2.82;103.00
"10889";17.53;4.18;1.20;113.00
"10890";22.71;3.47;0.43;122.00
"10891";25.11;3.33;0.30;130.00
"10892";24.34;2.87;0.00;123.00
"10893";19.25;3.26;1.22;109.00
"10894";8.77;51.57;2.00;507.00
"10895";7.50;53.00;1.87;515.00
"10898";19.11;10.54;0.00;171.00
"10899";27.18;4.09;0.74;148.00
"10900";19.38;3.43;1.02;112.00
"10901";18.66;5.75;1.18;129.00
"10902";22.82;7.40;0.17;159.00
"10903";22.35;11.11;0.32;191.00
"10904";19.70;13.26;0.43;200.00
"10905";14.05;4.99;4.21;117.00
"10906";13.69;9.29;2.72;149.00
"10907";14.28;20.00;1.42;243.00
"10908";16.09;12.13;1.35;179.00
"10909";17.06;5.38;1.42;121.00
"10910";15.73;10.77;1.10;164.00
"10911";16.65;11.02;0.66;167.00
"10912";13.99;12.50;0.80;172.00
"10913";20.10;8.56;0.99;161.00
"10914";18.62;13.37;1.35;200.00
"10915";20.80;8.73;1.54;166.00
"10916";18.62;5.05;1.72;125.00
"10917";17.77;5.48;1.54;126.00
"10918";19.46;11.48;1.15;186.00
"10919";18.17;17.29;1.42;234.00
"10920";19.85;7.78;1.41;155.00
"10921";15.08;5.13;4.69;124.00
"10922";13.88;5.46;4.61;123.00
"10923";22.47;9.39;0.60;177.00
"10924";22.88;10.93;0.33;191.00
"10925";26.18;8.28;0.17;180.00
"10926";20.89;3.40;1.04;118.00
"10927";22.18;5.10;1.06;139.00
"10928";20.54;3.13;0.84;114.00
"10929";23.95;8.88;0.64;177.00
"10931";26.02;3.07;0.68;132.00
"10932";24.46;2.92;0.32;125.00
"10933";26.49;3.68;0.68;139.00
"10934";23.79;3.19;0.18;125.00
"10935";24.39;9.35;0.64;191.00
"10936";21.61;9.85;0.41;177.00
"10937";25.48;8.48;0.70;181.00
"10938";24.36;3.59;0.00;130.00
"10939";22.45;9.17;0.21;173.00
"10940";20.89;30.86;0.00;361.00
"10942";9.27;52.33;0.00;508.00
"10943";21.61;3.15;0.31;116.00
"10944";20.39;2.09;0.00;106.00
"10945";27.58;12.14;0.00;227.00
"10946";18.29;5.36;0.18;122.00
"10947";29.65;5.73;0.00;170.00
"10948";21.09;3.48;0.22;117.00
"10949";19.45;10.26;0.00;171.00
"10950";28.33;9.42;0.02;198.00
"10951";20.16;3.14;0.00;114.00
"10952";21.50;3.70;0.31;121.00
"10953";17.19;11.12;0.16;169.00
"10954";25.84;16.94;0.03;263.00
"10955";22.27;9.38;0.52;176.00
"10956";27.57;4.41;0.00;158.00
"10957";21.64;3.39;0.00;123.00
"10958";22.54;3.40;0.00;127.00
"10959";28.47;4.49;0.00;162.00
"10960";27.47;4.23;0.00;155.00
"10961";21.65;3.91;0.00;128.00
"10962";31.11;2.56;0.00;156.00
"10963";22.88;1.71;0.00;113.00
"10972";17.99;16.00;0.44;218.00
"10973";21.10;4.00;0.21;121.00
"10974";22.83;32.93;1.39;393.00
"10975";26.69;20.04;0.58;289.00
"10976";30.55;7.15;0.00;187.00
"10977";22.59;31.42;1.08;377.00
"10978";27.14;21.39;0.00;301.00
"10979";31.69;6.20;0.57;185.00
"10980";20.85;9.84;0.00;172.00
"10981";24.15;17.65;0.00;255.00
"10982";21.35;3.78;0.82;123.00
"10983";27.58;7.14;0.00;175.00
"10984";26.14;6.74;0.89;169.00
"10985";27.83;11.65;0.00;216.00
"10986";27.83;11.65;0.00;216.00
"10987";29.20;11.38;0.00;219.00
"10988";24.73;11.13;0.83;202.00
"10989";20.54;7.94;0.76;157.00
"10990";26.48;10.32;0.00;199.00
"10991";26.28;15.73;0.00;247.00
"10992";25.58;17.56;0.00;260.00
"10993";26.40;18.31;0.00;270.00
"10994";12.53;39.27;0.83;407.00
"10998";28.31;2.78;1.80;146.00
"11001";3.99;0.69;2.10;23.00
"11003";2.46;0.33;4.02;23.00
"11004";2.11;0.18;4.11;21.00
"11005";5.33;0.29;20.23;99.00
"11006";4.49;0.10;16.14;78.00
"11007";3.27;0.15;10.51;47.00
"11008";2.89;0.34;11.95;53.00
"11009";2.63;0.43;7.75;38.00
"11010";3.11;0.50;9.18;45.00
"11011";2.20;0.12;3.88;20.00
"11012";2.40;0.22;4.11;22.00
"11013";1.80;0.18;2.48;15.00
"11015";2.14;0.65;2.46;19.00
"11018";3.23;0.23;4.10;24.00
"11019";2.95;0.42;1.92;18.00
"11022";5.30;0.69;3.29;30.00
"11023";3.60;0.20;6.68;34.00
"11024";1.00;0.17;3.70;17.00
"11025";0.84;0.18;4.32;19.00
"11026";2.60;0.30;5.20;27.00
"11027";1.53;0.22;1.92;12.00
"11028";1.72;0.40;3.22;19.00
"11029";4.20;0.50;4.10;29.00
"11030";4.83;0.58;4.72;33.00
"11031";6.84;0.86;20.17;113.00
"11032";6.81;0.32;23.64;123.00
"11033";4.07;0.29;13.33;71.00
"11037";6.40;0.35;19.83;106.00
"11038";6.07;0.34;19.32;103.00
"11039";7.59;0.44;25.14;132.00
"11040";6.65;0.30;19.45;105.00
"11043";3.04;0.18;5.94;30.00
"11044";2.03;0.09;4.19;21.00
"11045";4.30;0.21;10.59;50.00
"11046";6.15;0.70;13.05;67.00
"11047";7.07;0.81;15.01;78.00
"11048";9.80;0.50;32.50;170.00
"11049";9.31;0.48;30.87;162.00
"11050";1.76;0.19;6.19;30.00
"11052";1.83;0.22;6.97;31.00
"11053";1.89;0.28;7.88;35.00
"11054";0.72;0.17;3.27;15.00
"11056";1.05;0.41;4.19;21.00
"11058";0.83;0.20;3.49;16.00
"11060";1.79;0.21;7.54;33.00
"11061";1.49;0.17;6.45;28.00
"11062";1.98;0.41;6.98;33.00
"11063";2.31;0.50;6.41;33.00
"11080";1.61;0.17;9.56;43.00
"11081";1.68;0.18;9.96;44.00
"11082";0.73;0.09;7.14;30.00
"11084";0.91;0.14;7.21;31.00
"11086";2.20;0.13;4.33;22.00
"11087";2.57;0.20;5.46;27.00
"11088";5.60;0.60;11.70;72.00
"11089";4.80;0.50;10.10;62.00
"11090";2.82;0.37;6.64;34.00
"11091";2.38;0.41;7.18;35.00
"11092";2.81;0.29;4.78;26.00
"11093";3.10;0.12;5.35;28.00
"11094";3.06;0.34;5.35;29.00
"11095";3.10;0.11;5.36;28.00
"11096";3.17;0.49;2.85;22.00
"11097";3.83;0.52;3.12;25.00
"11098";3.38;0.30;8.95;43.00
"11099";2.55;0.50;7.10;36.00
"11100";3.78;0.41;7.86;41.00
"11101";3.64;0.39;8.32;42.00
"11104";1.53;0.15;17.34;72.00
"11105";2.09;0.14;21.15;88.00
"11106";0.39;0.04;3.61;14.00
"11107";0.23;0.02;2.16;8.00
"11108";0.11;0.13;0.38;3.00
"11109";1.28;0.10;5.80;25.00
"11110";1.27;0.06;5.51;23.00
"11112";1.43;0.16;7.37;31.00
"11113";1.51;0.09;6.94;29.00
"11114";2.00;0.10;6.10;27.00
"11115";1.80;0.09;5.41;24.00
"11116";1.50;0.20;2.18;13.00
"11117";1.56;0.16;1.78;12.00
"11118";1.10;0.50;2.40;15.00
"11119";1.20;0.20;3.23;16.00
"11120";1.50;0.17;2.41;14.00
"11122";0.70;0.10;4.07;17.00
"11123";0.76;0.11;5.33;22.00
"11124";0.93;0.24;9.58;41.00
"11125";0.76;0.18;8.22;35.00
"11126";0.58;0.14;5.37;23.00
"11128";0.64;0.19;5.54;25.00
"11130";0.78;0.46;7.90;36.00
"11131";0.58;0.68;7.73;37.00
"11134";1.36;0.28;38.06;160.00
"11135";1.92;0.28;4.97;25.00
"11136";1.84;0.45;4.11;23.00
"11137";2.01;0.27;4.68;24.00
"11138";1.61;0.22;3.75;19.00
"11141";1.50;0.30;9.20;42.00
"11142";0.96;0.19;5.90;27.00
"11143";0.69;0.17;2.97;14.00
"11144";0.83;0.16;4.00;18.00
"11145";0.85;0.30;3.65;18.00
"11147";1.80;0.20;3.74;19.00
"11148";1.88;0.08;4.13;20.00
"11149";0.82;0.13;4.51;19.00
"11150";0.62;0.48;5.09;24.00
"11151";0.90;0.10;4.00;17.00
"11152";1.70;0.30;4.70;23.00
"11154";1.40;0.20;17.51;72.00
"11156";3.27;0.73;4.35;30.00
"11157";3.36;0.56;3.02;24.00
"11158";1.64;0.09;4.31;20.00
"11161";3.02;0.61;5.42;32.00
"11162";2.71;0.72;5.65;33.00
"11163";2.69;0.37;6.46;33.00
"11164";2.97;0.41;7.10;36.00
"11165";2.13;0.52;3.67;23.00
"11167";3.27;1.35;18.70;86.00
"11168";3.41;1.50;20.98;96.00
"11170";1.95;0.77;13.86;61.00
"11172";2.29;1.22;14.34;67.00
"11174";1.74;0.42;18.13;72.00
"11176";2.41;0.50;19.44;79.00
"11177";2.18;1.43;13.02;64.00
"11178";3.02;0.78;20.71;88.00
"11179";2.55;0.67;19.30;81.00
"11180";3.28;0.78;23.50;98.00
"11181";3.11;0.74;22.33;94.00
"11182";3.62;1.42;25.87;113.00
"11184";2.33;0.55;18.17;75.00
"11190";2.00;0.40;3.60;21.00
"11191";2.95;0.35;18.83;90.00
"11192";3.17;0.38;20.32;97.00
"11195";8.98;0.70;25.13;139.00
"11196";8.49;0.66;23.76;132.00
"11197";3.30;0.30;9.50;44.00
"11198";2.60;0.30;7.00;34.00
"11199";2.80;0.40;8.35;47.00
"11200";2.53;0.10;9.18;47.00
